x,y
26.725440125343344,27.718622084989327
7.15821958761553,7.974897271835852
10.556236247021554,11.682195176903912
1.5868831800354837,2.8250553114024712
13.306077291317184,14.408962063167278
-2.3127584030615296,-1.2858025566725604
19.456332498512474,20.70107004256688
2.7540815809348356,3.833280851166735
-10.600367732315867,-9.07715448053297
4.952547743523788,5.901570762150495
-3.280105085925163,-2.3992783568379474
12.123702587125004,13.143077092755876
1.9377947947927137,2.6836162175056284
-6.892544850668337,-6.267673326754423
3.135110569921089,4.202465732372076
7.965305604869362,8.65219471959727
-24.33382075234097,-22.9563569970746
-15.554494848854901,-14.700246723976031
-13.676398957588951,-12.63619380551217
0.7364404394218536,1.5871411959213133
9.372922758259472,10.632801546422233
11.779070657473408,12.650830136747242
8.964929629138815,9.860853620396723
25.796521814890884,26.72675586130293
-8.558466524266976,-7.561081459994547
-9.209836723654277,-8.406112199590765
12.274477621795697,12.984352900558724
-12.626076615969495,-11.56204527087567
17.455648856911225,18.80501107763799
16.37381185459897,17.455276781569292
25.527217969989035,26.589454078592883
0.43134380234231884,1.4912960992685176
-10.894889812837842,-9.776563792322854
-3.331330055216469,-2.364356345307833
16.414808263370652,17.309838753241376
0.6730573408688088,1.860892762633093
18.190724804958705,18.87297538238106
-10.807631602650588,-9.482213137316148
30.13234408132674,31.088633282815447
-2.0687851546238,-1.2601394470065335
3.1890865234818975,4.205470302339905
-2.969289849244415,-1.725642011168253
35.402138910929,36.07987403078143
14.55292371184176,15.802228236862822
-3.0589555688043504,-2.0048408740034556
-2.6685802804673813,-1.9190665874419421
7.147698363524244,8.263865474428107
5.113110098411689,6.1262968633120956
8.088508097745143,9.07756842696304
-8.027359306445454,-7.0093984161176355
7.370585386665581,8.298603672011032
11.82875082523686,12.597674059642811
28.59303158206069,29.203671590392144
27.34106489361581,28.236935600087357
9.060669830578647,9.706330265572076
5.8751790425301555,6.737251834967644
16.80672313550588,17.692409918426844
18.413825963063104,19.42009436492094
6.191108931329348,6.96824617533665
-5.8553083731305104,-4.796901971146601
-11.372337380465243,-10.36523426701122
-9.439182013396323,-8.41594204045746
-4.2578043544547235,-3.0779855449702467
16.85160930472115,17.69472808609168
11.839985141338813,12.893388858641886
21.112253366941456,21.977898168324696
-1.5322947371952953,-0.9499948485842935
16.804643096471747,18.144078140834395
16.042618305804687,17.594026243546157
14.01619572144713,15.483077697660828
2.52650118615977,3.4661736962322407
8.486632032531377,9.039230092544143
19.065380594076203,20.438500481576952
-12.642579550115947,-11.71983860779217
9.305674660744478,9.842085517177383
1.7932542720619153,2.8155340321580664
-19.70258974762573,-18.586272526204525
20.14948186973236,20.888010114666475
15.976447630319925,17.145938819660373
8.697066569853018,9.467663945268107
-3.8058207711295786,-2.671236985073699
6.841504636391985,8.077505022836833
7.399202973081094,8.71661980916523
13.816614214670729,14.66213508459366
14.739933680762821,15.546186013088136
19.715052796488305,20.502274795465468
11.080419897577276,11.794173130624618
7.398414255922206,8.025094065227565
22.563536432294896,23.13724366179996
16.888502464384946,18.079636136754473
8.734463740924081,9.808028648506893
4.78199630590743,5.978711831183958
15.583005582830335,16.537105311164865
2.593036072720322,3.7351077124752767
6.166546469366187,7.251835582245472
14.343746573263068,15.63675446519789
15.077869364784288,16.20615577724885
10.992857796989346,12.228882839566063
25.1321,-4.5927
23.823123,-5.08165
