cousins,36
fond,36
greatest,36
sit,36
please,36
margaret,36
become,36
influence,36
suffered,36
finding,36
regret,36
match,36
honour,36
excellent,36
dashwoods,36
chance,36
scarcely,36
quiet,36
share,36
fact,35
sea,35
drew,35
leaving,35
fellow,35
tea,35
tears,35
danger,35
generally,35
understood,35
mentioned,35
pity,35
eager,35
imagine,35
thoughts,35
servant,34
constant,34
everybody,34
merely,34
wallis,34
staying,34
wait,34
painful,34
nearly,34
weeks,34
favourite,34
age,34
forced,34
declared,34
friendship,34
