circumstances,55
particularly,55
silent,55
natural,55
past,55
high,55
sorry,55
gryphon,55
marry,55
tried,54
met,54
impossible,54
months,54
dare,54
making,54
taking,53
norland,53
taste,53
acquainted,53
sometimes,53
knowledge,53
common,53
five,53
son,53
appearance,53
air,53
sense,52
fanny,52
remember,52
consequence,52
ma,52
believed,52
re,51
worth,51
sight,51
notice,51
beginning,51
rabbit,51
greater,51
true,51
exactly,50
girl,50
opportunity,50
afraid,50
eye,50
london,50
whatever,50
anxious,50
advantage,50
instantly,50
