city,year,tmax-01,tmax-02,tmax-03,tmax-04,tmax-05,tmax-06,tmax-07,tmax-08,tmax-09,tmax-10,tmax-11,tmax-12,tmin-01,tmin-02,tmin-03,tmin-04,tmin-05,tmin-06,tmin-07,tmin-08,tmin-09,tmin-10,tmin-11,tmin-12,prcp-01,prcp-02,prcp-03,prcp-04,prcp-05,prcp-06,prcp-07,prcp-08,prcp-09,prcp-10,prcp-11,prcp-12,snow-01,snow-02,snow-03,snow-04,snow-05,snow-06,snow-07,snow-08,snow-09,snow-10,snow-11,snow-12,snwd-01,snwd-02,snwd-03,snwd-04,snwd-05,snwd-06,snwd-07,snwd-08,snwd-09,snwd-10,snwd-11,snwd-12
Anchorage,1960,-46.516129032258064,-9.482758620689657,-9.677419354838712,52.4,140.96774193548387,173.16666666666663,180.2258064516129,168.06451612903226,114.2,58.612903225806456,-20.733333333333334,-7.580645161290323,-46.516129032258064,-9.482758620689657,-9.677419354838712,52.4,140.96774193548387,173.16666666666663,180.2258064516129,168.06451612903226,114.2,58.612903225806456,-20.733333333333334,-7.580645161290323,5.935483870967742,3.9655172413793114,1.8064516129032255,2.333333333333333,3.5806451612903225,2.2,22.225806451612907,22.096774193548388,40.6,2.870967741935484,4.766666666666667,8.516129032258064,11.67741935483871,7.482758620689656,4.193548387096774,3.033333333333333,0.0,0.0,0.0,0.0,0.0,0.41935483870967744,8.133333333333333,4.064516129032258,466.35483870967744,460.7241379310345,290.9032258064516,44.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0,29.43333333333333,77.61290322580646
Anchorage,1961,-26.096774193548388,-44.57142857142857,-35.064516129032256,58.2,140.19354838709677,169.63333333333333,178.64516129032262,161.80645161290326,127.63333333333334,19.225806451612907,-45.16666666666666,-115.25806451612905,-26.096774193548388,-44.57142857142857,-35.064516129032256,58.2,140.19354838709677,169.63333333333333,178.64516129032262,161.80645161290326,127.63333333333334,19.225806451612907,-45.16666666666666,-115.25806451612905,12.387096774193546,4.285714285714286,2.7419354838709675,11.666666666666664,3.870967741935484,9.5,18.193548387096776,15.870967741935484,45.96666666666667,23.064516129032263,5.5,7.806451612903227,1.3870967741935485,8.714285714285714,4.741935483870968,5.433333333333334,0.0,0.0,0.0,0.0,0.0,15.193548387096774,11.8,9.0,36.903225806451616,88.14285714285714,113.09677419354837,8.433333333333334,0.0,0.0,0.0,0.0,0.0,45.032258064516135,98.36666666666666,147.25806451612902
Anchorage,1962,-59.225806451612904,-31.75,-18.90322580645161,69.36666666666666,111.41935483870968,159.63333333333333,187.45161290322582,176.4838709677419,117.0,66.64516129032258,-21.1,-49.096774193548384,-59.225806451612904,-31.75,-18.90322580645161,69.36666666666666,111.41935483870968,159.63333333333333,187.45161290322582,176.4838709677419,117.0,66.64516129032258,-21.1,-49.096774193548384,7.225806451612903,6.7142857142857135,4.774193548387096,2.1333333333333333,12.483870967741936,28.73333333333333,5.935483870967742,15.709677419354836,12.3,12.806451612903226,4.166666666666667,8.709677419354838,9.96774193548387,1.2857142857142858,11.64516129032258,2.566666666666667,0.0,0.0,0.0,0.0,0.0,2.4516129032258065,2.533333333333333,4.032258064516129,156.38709677419354,157.71428571428572,128.6451612903226,5.866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,10.0,46.548387096774185
Anchorage,1963,-39.29032258064515,-11.357142857142858,-1.4516129032258065,41.7,134.25806451612902,146.2,185.61290322580646,182.1290322580645,153.23333333333332,60.87096774193547,-68.16666666666667,-9.161290322580646,-39.29032258064515,-11.357142857142858,-1.4516129032258065,41.7,134.25806451612902,146.2,185.61290322580646,182.1290322580645,153.23333333333332,60.87096774193547,-68.16666666666667,-9.161290322580646,17.06451612903226,12.25,12.129032258064516,15.066666666666665,3.612903225806452,15.433333333333335,22.548387096774192,23.0,8.333333333333334,8.258064516129032,1.0333333333333334,12.258064516129034,12.709677419354836,17.964285714285715,9.387096774193546,23.43333333333333,3.193548387096774,0.0,0.0,0.0,0.0,3.290322580645161,2.2,8.064516129032258,108.22580645161291,189.4642857142857,60.645161290322584,78.76666666666667,0.0,0.0,0.0,0.0,0.0,8.161290322580646,34.46666666666667,18.032258064516128
Anchorage,1964,-59.12903225806453,-24.655172413793107,-35.09677419354839,45.86666666666667,99.90322580645163,173.56666666666663,182.5161290322581,163.48387096774192,138.2,58.32258064516129,-24.86666666666667,-125.58064516129032,-59.12903225806453,-24.655172413793107,-35.09677419354839,45.86666666666667,99.90322580645163,173.56666666666663,182.5161290322581,163.48387096774192,138.2,58.32258064516129,-24.86666666666667,-125.58064516129032,2.9032258064516134,10.103448275862071,8.774193548387098,7.533333333333332,7.96774193548387,14.666666666666664,8.96774193548387,17.741935483870968,7.1,18.93548387096774,23.0,5.258064516129032,6.258064516129032,15.724137931034482,12.35483870967742,5.7666666666666675,0.3225806451612903,0.0,0.0,0.0,0.0,8.67741935483871,21.9,13.258064516129034,108.32258064516131,122.6206896551724,114.79310344827586,53.26666666666666,0.0,0.0,0.0,0.0,0.0,15.516129032258064,148.13333333333333,345.8709677419355
Anchorage,1965,-81.19354838709677,-73.60714285714286,53.387096774193544,84.26666666666667,121.32258064516131,150.2,188.16129032258064,176.8709677419355,150.4,35.61290322580645,-21.66666666666667,-63.516129032258064,-81.19354838709677,-73.60714285714286,53.387096774193544,84.26666666666667,121.32258064516131,150.2,188.16129032258064,176.8709677419355,150.4,35.61290322580645,-21.66666666666667,-63.516129032258064,4.67741935483871,6.142857142857142,6.838709677419355,2.6,4.225806451612904,8.133333333333333,14.290322580645164,12.93548387096774,39.03333333333333,11.838709677419354,15.833333333333336,11.806451612903226,6.96774193548387,10.5,2.4838709677419355,2.4,0.16129032258064516,0.0,0.0,0.0,3.9,13.709677419354836,15.2,19.580645161290324,286.7096774193548,417.07142857142856,227.74193548387098,1.6666666666666667,0.0,0.0,0.0,0.0,0.8333333333333334,53.161290322580655,110.0,458.77419354838713
Anchorage,1966,-82.38709677419354,-47.28571428571429,-36.41935483870968,57.26666666666666,105.61290322580645,170.96666666666667,183.61290322580646,153.48387096774192,123.0,29.41935483870968,-43.33333333333334,-78.2258064516129,-82.38709677419354,-47.28571428571429,-36.41935483870968,57.26666666666666,105.61290322580645,170.96666666666667,183.61290322580646,153.48387096774192,123.0,29.41935483870968,-43.33333333333334,-78.2258064516129,5.193548387096773,7.25,3.645161290322581,5.966666666666668,6.096774193548387,2.3,5.870967741935483,20.322580645161292,20.8,7.064516129032258,9.4,8.67741935483871,7.96774193548387,9.714285714285714,4.290322580645161,5.133333333333334,0.0,0.0,0.0,0.0,0.0,1.5483870967741935,11.466666666666667,10.967741935483868,547.1612903225806,434.53571428571433,476.9677419354838,102.4,0.0,0.0,0.0,0.0,0.0,0.8064516129032258,96.53333333333332,287.5806451612903
Anchorage,1967,-93.74193548387095,-50.82142857142857,1.2903225806451613,55.26666666666666,136.77419354838707,166.76666666666668,190.58064516129036,176.4838709677419,122.43333333333334,65.80645161290322,21.133333333333333,-53.225806451612904,-93.74193548387095,-50.82142857142857,1.2903225806451613,55.26666666666666,136.77419354838707,166.76666666666668,190.58064516129036,176.4838709677419,122.43333333333334,65.80645161290322,21.133333333333333,-53.225806451612904,10.258064516129034,9.178571428571429,8.064516129032258,4.2,8.774193548387098,12.233333333333333,20.29032258064516,24.258064516129032,24.3,4.193548387096774,14.633333333333333,19.677419354838708,13.709677419354836,14.714285714285715,7.225806451612903,3.433333333333333,0.0,0.0,0.0,0.0,0.0,3.967741935483871,2.1333333333333333,21.774193548387093,651.3548387096773,444.57142857142856,285.93548387096774,35.53333333333333,0.0,0.0,0.0,0.0,0.0,13.161290322580646,12.633333333333333,234.35483870967738
Anchorage,1968,-75.5806451612903,-20.310344827586206,17.0,49.06666666666667,132.93548387096774,170.23333333333332,189.96774193548384,187.58064516129036,124.66666666666669,36.2258064516129,-21.766666666666666,-102.41935483870968,-75.5806451612903,-20.310344827586206,17.0,49.06666666666667,132.93548387096774,170.23333333333332,189.96774193548384,187.58064516129036,124.66666666666669,36.2258064516129,-21.766666666666666,-102.41935483870968,6.838709677419355,14.551724137931034,2.3870967741935485,7.2333333333333325,13.225806451612904,5.266666666666667,11.0,5.67741935483871,8.933333333333334,13.193548387096774,9.166666666666666,3.6774193548387095,6.0,22.86206896551724,2.6129032258064515,6.633333333333334,0.0,0.0,0.0,0.0,1.1,12.387096774193546,12.466666666666667,6.451612903225807,119.51612903225808,168.24137931034485,40.80645161290322,20.233333333333334,0.0,0.0,0.0,0.0,0.0,63.096774193548384,228.66666666666663,364.77419354838713
Anchorage,1969,-112.32258064516131,-35.285714285714285,15.67741935483871,79.16666666666667,128.32258064516128,184.06666666666663,185.06451612903226,167.5483870967742,137.36666666666667,87.61290322580645,-15.733333333333333,9.096774193548388,-112.32258064516131,-35.285714285714285,15.67741935483871,79.16666666666667,128.32258064516128,184.06666666666663,185.06451612903226,167.5483870967742,137.36666666666667,87.61290322580645,-15.733333333333333,9.096774193548388,2.290322580645161,6.7142857142857135,0.8387096774193549,0.0,7.096774193548387,1.5333333333333334,17.548387096774196,2.7419354838709675,6.633333333333334,7.387096774193548,7.166666666666668,7.774193548387097,5.32258064516129,9.678571428571429,0.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,2.2,7.193548387096773,376.6774193548387,451.9285714285714,253.32258064516128,48.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,17.5,34.32258064516129
